Month,Temperature_C,Humidity_PRC,Leaf_Wetness_Hr,Rainfall_mm,Wind_Speed_ms,UV_Index,Light_Intensity_Lux,Disease_Type
6,18.9,95.71,10.1,7.43,5.81,2.1,500.0,Cedar Apple Rust
5,18.88,92.07,8.09,6.16,4.08,2.1,4575.0,Cedar Apple Rust
7,25.67,90.93,15.22,2.24,5.64,5.1,12017.0,Alternaria
10,-5.0,31.46,2.36,0.14,2.81,2.5,20721.0,Healthy
6,21.59,65.09,0.72,0.24,2.29,3.6,17574.0,Powdery Mildew
8,27.6,80.46,16.89,0.37,2.93,5.0,16719.0,Alternaria
5,25.35,79.51,3.78,0.79,4.06,3.9,15753.0,Fire Blight
6,20.03,92.19,11.54,6.97,2.84,1.4,1989.0,Cedar Apple Rust
6,18.17,93.0,7.82,11.25,3.93,2.6,500.0,Cedar Apple Rust
4,15.31,90.09,7.79,4.19,5.77,3.7,9253.0,Apple Scab
6,26.88,90.89,8.21,0.24,2.56,5.3,15181.0,Alternaria
4,27.87,86.69,8.5,3.63,4.19,6.8,7756.0,Fire Blight
9,24.34,75.36,2.65,1.19,0.58,8.3,16027.0,Healthy
12,14.51,49.76,1.4,2.79,2.85,9.5,15701.0,Healthy
4,28.5,87.17,6.37,3.56,3.96,4.5,8487.0,Fire Blight
5,16.17,90.25,13.35,9.29,3.81,2.4,500.0,Apple Scab
2,35.1,31.62,0.19,1.48,3.67,7.7,19639.0,Healthy
4,26.47,85.55,4.33,2.78,1.91,5.8,11217.0,Fire Blight
5,18.98,95.97,7.26,5.1,5.59,3.4,6103.0,Cedar Apple Rust
4,29.62,43.1,2.28,0.23,1.1,6.4,19883.0,Healthy
4,27.15,85.81,6.54,0.89,3.82,4.9,13812.0,Fire Blight
6,20.9,94.71,12.67,6.34,2.63,4.0,3851.0,Cedar Apple Rust
6,18.77,92.63,10.28,8.59,2.93,2.7,500.0,Cedar Apple Rust
6,17.01,88.82,7.59,3.84,4.63,2.4,9546.0,Apple Scab
4,20.52,93.62,6.31,3.82,5.15,1.2,7474.0,Cedar Apple Rust
6,16.64,84.44,10.81,3.07,2.33,2.5,13039.0,Apple Scab
7,21.51,81.44,14.17,0.06,3.14,7.4,15325.0,Alternaria
10,5.92,54.56,0.01,0.96,3.82,5.0,17310.0,Healthy
4,21.79,95.54,8.43,7.07,2.33,2.5,630.0,Cedar Apple Rust
4,22.15,97.81,6.08,4.99,4.36,2.5,5168.0,Cedar Apple Rust
5,16.73,92.97,9.25,6.84,5.6,3.6,1515.0,Apple Scab
12,40.0,52.37,1.42,0.46,4.54,5.7,18017.0,Healthy
8,29.42,82.8,12.76,2.81,3.86,7.2,12640.0,Alternaria
4,16.49,85.55,10.87,8.24,4.33,2.8,500.0,Apple Scab
12,7.84,52.52,0.76,0.78,0.68,6.9,18494.0,Healthy
11,11.05,27.89,0.87,0.15,1.87,9.2,23058.0,Healthy
6,17.31,94.0,6.46,3.52,5.01,1.3,7037.0,Cedar Apple Rust
8,27.56,76.88,1.61,0.31,0.87,5.7,15102.0,Powdery Mildew
6,25.78,69.51,1.8,0.8,4.58,2.9,17654.0,Powdery Mildew
6,26.88,75.65,0.28,0.36,2.12,3.1,16063.0,Powdery Mildew
7,23.78,87.53,13.58,0.61,1.06,5.9,15689.0,Alternaria
4,13.9,86.36,10.81,0.56,1.4,3.4,14482.0,Apple Scab
4,22.79,93.88,9.54,1.75,0.98,1.1,11859.0,Cedar Apple Rust
4,16.86,41.63,2.48,1.71,1.53,3.2,16536.0,Healthy
7,24.1,88.0,13.01,2.8,5.46,6.0,9951.0,Alternaria
6,25.59,58.46,1.84,0.88,2.41,2.5,16775.0,Powdery Mildew
8,20.66,59.85,0.81,0.46,3.51,3.9,17220.0,Powdery Mildew
6,21.77,97.84,12.37,4.45,5.06,1.4,6227.0,Cedar Apple Rust
4,26.0,98.44,8.33,0.6,1.09,4.0,14603.0,Fire Blight
8,22.24,91.51,9.62,0.6,1.44,5.6,15639.0,Alternaria
4,21.64,91.39,5.12,7.64,1.15,3.9,1335.0,Cedar Apple Rust
7,23.44,85.08,13.01,1.11,4.52,7.2,16213.0,Alternaria
8,27.28,89.28,17.68,0.31,5.08,8.7,16124.0,Alternaria
4,18.9,83.99,5.91,3.78,3.43,5.7,10665.0,Fire Blight
6,29.66,83.29,13.55,1.7,2.35,7.3,14257.0,Alternaria
5,16.65,94.56,6.26,3.67,5.93,3.8,8789.0,Cedar Apple Rust
6,23.89,68.27,0.15,0.33,4.17,6.0,17414.0,Powdery Mildew
8,21.48,67.49,1.56,0.38,5.14,5.7,17510.0,Powdery Mildew
7,24.18,75.71,1.04,0.94,3.83,3.3,14692.0,Powdery Mildew
5,16.97,68.19,1.29,0.67,5.23,2.8,18570.0,Powdery Mildew
9,32.0,84.9,15.64,1.69,2.62,6.6,12564.0,Alternaria
2,7.14,40.13,0.16,0.22,4.67,5.5,22478.0,Healthy
10,29.78,47.63,0.18,0.05,5.75,10.0,20818.0,Healthy
4,22.54,93.97,7.53,4.04,4.45,1.6,6162.0,Cedar Apple Rust
4,13.54,93.86,10.16,0.75,3.36,2.9,13900.0,Apple Scab
5,24.89,89.41,5.56,1.25,1.34,6.8,14190.0,Fire Blight
6,15.5,86.0,11.44,1.65,5.31,2.9,13890.0,Apple Scab
8,22.24,63.79,1.83,1.36,4.79,8.0,14768.0,Healthy
5,23.23,76.4,5.12,3.57,0.85,3.9,9863.0,Fire Blight
5,17.24,87.18,10.58,2.23,1.85,3.1,12216.0,Apple Scab
4,19.86,100.0,12.45,6.49,0.58,2.2,1512.0,Cedar Apple Rust
9,30.74,95.96,11.96,0.29,5.75,8.1,14174.0,Alternaria
10,-1.2,44.82,1.5,0.26,0.96,4.7,21002.0,Healthy
8,24.5,81.84,1.91,0.6,1.9,5.6,15207.0,Powdery Mildew
10,10.85,55.25,1.76,0.2,1.35,6.5,21291.0,Healthy
5,18.6,95.27,8.36,5.81,1.06,1.8,4141.0,Cedar Apple Rust
5,15.96,95.67,9.79,8.54,3.99,2.3,500.0,Cedar Apple Rust
12,4.98,20.25,1.62,0.01,5.33,4.7,22819.0,Healthy
2,15.06,11.65,1.16,0.47,2.0,7.3,22276.0,Healthy
5,20.52,94.45,8.75,2.77,2.83,2.2,9253.0,Cedar Apple Rust
7,18.7,65.3,1.53,0.89,0.77,5.2,16625.0,Powdery Mildew
5,16.04,88.68,11.16,2.8,2.17,1.7,9832.0,Apple Scab
7,18.48,19.7,1.16,2.31,3.82,4.4,17988.0,Healthy
7,22.15,54.3,0.48,0.56,2.61,4.2,17636.0,Powdery Mildew
7,27.63,92.45,10.24,2.27,2.11,6.2,12553.0,Alternaria
4,16.89,81.41,10.03,5.93,4.79,3.3,4538.0,Apple Scab
5,19.41,92.53,7.38,3.51,1.9,1.2,9138.0,Cedar Apple Rust
5,15.82,90.32,13.21,2.91,2.79,2.5,10238.0,Apple Scab
9,10.83,41.8,0.25,0.01,4.55,5.1,21546.0,Healthy
4,14.87,81.92,5.58,3.22,1.83,4.6,9672.0,Fire Blight
6,18.41,98.46,8.92,4.66,4.85,1.0,6293.0,Cedar Apple Rust
9,26.72,89.48,14.41,1.44,4.26,6.0,15515.0,Alternaria
12,10.44,72.86,0.17,2.69,3.09,8.0,14398.0,Healthy
5,15.33,90.96,13.15,0.96,1.72,1.4,13716.0,Apple Scab
5,17.49,95.44,11.03,9.87,5.25,2.4,500.0,Cedar Apple Rust
6,21.93,67.19,0.39,0.1,1.53,5.4,20020.0,Powdery Mildew
4,17.34,95.34,7.26,4.91,4.47,1.9,6454.0,Cedar Apple Rust
5,28.79,80.43,5.45,1.94,3.18,3.6,13863.0,Fire Blight
5,22.85,95.16,9.49,6.47,1.0,3.6,3381.0,Cedar Apple Rust
4,22.04,95.56,8.93,2.97,3.13,4.0,9293.0,Cedar Apple Rust
9,26.8,90.37,12.39,1.86,0.95,5.1,12173.0,Alternaria
4,29.4,85.48,3.84,0.93,5.88,6.2,14848.0,Fire Blight
4,16.03,92.48,8.94,7.37,1.99,3.1,500.0,Cedar Apple Rust
3,18.33,41.22,2.36,0.49,3.09,2.0,18794.0,Healthy
11,31.35,38.11,1.53,2.28,0.95,3.6,18026.0,Healthy
5,26.79,82.14,5.71,3.2,2.62,3.1,10885.0,Fire Blight
11,4.89,56.74,0.8,1.53,3.98,8.1,16773.0,Healthy
7,24.27,63.57,0.24,0.23,1.42,5.1,19739.0,Powdery Mildew
10,32.74,38.97,0.32,0.69,0.89,3.3,19957.0,Healthy
6,18.2,94.76,2.92,7.38,4.27,1.4,1438.0,Cedar Apple Rust
1,23.47,43.67,0.68,0.46,3.34,8.2,20403.0,Healthy
4,25.68,84.03,6.58,3.95,1.55,6.0,7169.0,Fire Blight
6,25.07,94.73,11.87,3.97,4.29,3.0,7256.0,Cedar Apple Rust
12,12.27,53.5,1.43,2.08,0.83,4.0,15492.0,Healthy
6,21.82,97.29,8.44,5.74,4.83,2.1,4437.0,Cedar Apple Rust
5,14.34,84.0,10.46,2.8,5.06,1.2,11020.0,Apple Scab
5,19.37,94.89,6.87,5.31,1.76,1.1,7087.0,Cedar Apple Rust
4,22.61,93.75,12.41,10.37,0.69,3.2,500.0,Cedar Apple Rust
5,23.85,90.63,6.35,1.33,2.68,6.9,13091.0,Fire Blight
6,15.97,86.04,9.25,7.44,3.71,3.8,1790.0,Apple Scab
10,18.58,46.03,1.02,0.69,4.89,4.4,18275.0,Healthy
5,23.06,85.96,3.41,3.77,3.99,4.5,7920.0,Fire Blight
4,15.88,87.07,10.16,5.37,4.63,3.4,5180.0,Apple Scab
8,24.82,75.86,0.47,0.08,5.12,5.8,14731.0,Powdery Mildew
9,23.02,78.6,10.66,1.51,1.44,6.3,14446.0,Alternaria
8,20.34,59.31,1.93,0.2,2.58,2.6,18535.0,Powdery Mildew
6,11.58,84.4,12.21,5.2,3.41,3.5,7321.0,Apple Scab
4,21.98,93.29,9.03,10.45,3.86,3.3,500.0,Cedar Apple Rust
1,20.8,26.33,2.04,1.81,2.14,6.1,19454.0,Healthy
9,24.3,38.83,1.95,0.38,2.54,5.3,22060.0,Healthy
5,20.34,92.59,11.89,4.9,5.8,2.5,6470.0,Cedar Apple Rust
5,17.86,78.89,4.82,2.69,3.21,5.3,12438.0,Fire Blight
7,25.3,75.79,0.46,0.12,3.64,5.9,18399.0,Powdery Mildew
6,23.97,72.62,0.69,0.17,3.6,5.9,16679.0,Powdery Mildew
5,11.4,85.05,10.72,3.16,0.8,3.8,10716.0,Apple Scab
7,22.36,81.04,0.56,0.04,4.22,4.6,17331.0,Powdery Mildew
6,18.51,63.45,0.3,0.85,4.0,3.5,15677.0,Powdery Mildew
7,21.76,71.93,0.06,0.74,0.62,4.8,16159.0,Powdery Mildew
9,17.59,86.78,14.3,2.62,1.37,6.1,10767.0,Alternaria
6,25.7,90.36,11.97,1.6,0.57,5.1,12317.0,Alternaria
6,26.75,58.62,0.96,0.06,4.56,5.3,18266.0,Powdery Mildew
5,14.1,24.26,1.77,0.46,4.25,5.5,21900.0,Healthy
5,23.73,84.36,7.8,1.45,0.55,6.0,14343.0,Fire Blight
4,28.19,81.29,5.48,2.97,4.81,4.3,11667.0,Fire Blight
4,22.73,76.79,3.69,2.61,2.84,6.9,12000.0,Fire Blight
9,23.43,93.86,11.67,2.33,3.84,5.0,13472.0,Alternaria
8,21.03,87.45,15.32,1.3,2.18,5.9,13245.0,Alternaria
5,22.81,86.37,5.82,3.41,2.4,4.6,7962.0,Fire Blight
9,22.08,44.09,0.59,2.87,3.4,2.9,14048.0,Healthy
4,16.64,91.61,8.56,6.88,2.42,1.5,2893.0,Apple Scab
5,31.41,75.9,2.69,2.69,4.47,3.6,11894.0,Fire Blight
6,15.06,87.62,8.09,6.51,2.58,2.6,2404.0,Apple Scab
7,17.14,47.65,2.11,1.95,3.94,9.4,17519.0,Healthy
4,15.12,83.34,10.28,11.19,3.29,1.4,500.0,Apple Scab
5,16.69,94.42,9.66,3.76,5.52,3.2,7408.0,Apple Scab
5,22.65,84.39,2.31,2.56,5.57,5.3,10184.0,Fire Blight
6,21.88,92.81,9.17,6.4,5.53,2.0,3313.0,Cedar Apple Rust
8,16.94,91.01,10.04,0.19,1.22,7.7,15789.0,Alternaria
6,25.79,87.44,18.28,2.85,4.44,8.9,11136.0,Alternaria
6,21.35,94.17,12.07,3.43,4.63,3.8,8811.0,Cedar Apple Rust
9,29.54,85.26,13.13,1.94,1.42,7.3,11840.0,Alternaria
5,30.96,74.49,0.38,0.99,3.61,2.8,15332.0,Powdery Mildew
4,17.84,93.37,8.89,7.85,0.99,1.8,600.0,Cedar Apple Rust
9,29.87,97.14,15.6,1.95,4.49,8.9,11914.0,Alternaria
5,17.69,74.56,0.63,0.99,4.13,5.0,15181.0,Powdery Mildew
5,22.36,75.93,2.7,1.88,3.28,3.3,12903.0,Fire Blight
5,18.52,97.12,6.5,11.15,3.12,1.6,500.0,Cedar Apple Rust
5,12.05,88.4,13.25,2.81,1.15,1.9,11357.0,Apple Scab
7,18.37,41.66,1.9,1.92,3.81,6.0,17363.0,Healthy
10,32.62,44.36,2.78,1.36,5.9,7.0,18593.0,Healthy
5,20.12,78.38,0.98,2.14,4.25,6.2,14947.0,Fire Blight
8,29.5,73.89,0.91,1.47,1.12,3.0,14079.0,Healthy
8,9.53,25.46,0.72,0.96,3.15,2.1,20589.0,Healthy
8,18.79,76.18,0.79,0.02,0.95,3.9,17909.0,Powdery Mildew
6,31.66,88.24,8.58,0.73,5.83,5.3,15843.0,Alternaria
5,16.02,75.99,1.39,0.32,3.74,2.1,17413.0,Powdery Mildew
5,17.15,93.13,6.12,3.78,3.92,1.9,9881.0,Cedar Apple Rust
5,18.66,100.0,6.64,3.51,5.51,1.4,6587.0,Cedar Apple Rust
7,18.54,71.96,0.15,0.56,4.49,4.2,17730.0,Powdery Mildew
5,12.54,92.59,9.53,1.59,3.73,2.2,12541.0,Apple Scab
12,20.04,89.09,2.51,1.53,5.66,9.4,13322.0,Healthy
5,14.97,88.62,11.97,2.48,3.46,2.3,11925.0,Apple Scab
8,29.35,89.04,9.27,0.3,3.05,6.9,15753.0,Alternaria
6,21.69,94.15,8.29,8.35,2.75,3.2,500.0,Cedar Apple Rust
9,18.83,37.72,2.72,1.06,2.86,2.4,18282.0,Healthy
6,18.72,94.73,5.93,1.12,3.41,2.2,13385.0,Cedar Apple Rust
4,14.94,87.83,10.78,3.21,3.79,3.0,10626.0,Apple Scab
11,20.31,66.69,0.96,0.1,2.77,4.0,16648.0,Healthy
5,19.85,94.68,5.25,5.73,4.58,3.5,2062.0,Cedar Apple Rust
5,28.25,82.46,8.79,3.69,0.8,4.3,6879.0,Fire Blight
5,22.25,84.9,3.49,0.54,1.09,6.4,15646.0,Fire Blight
6,20.27,39.95,0.9,0.14,2.44,8.2,20727.0,Healthy
5,14.75,92.06,6.27,1.97,2.83,2.5,12926.0,Apple Scab
5,18.98,88.79,11.73,6.54,3.36,3.4,2940.0,Apple Scab
6,20.11,93.43,7.31,9.85,0.9,1.7,500.0,Cedar Apple Rust
4,11.36,90.34,6.75,4.08,2.39,2.3,8717.0,Apple Scab
5,18.83,80.88,4.84,0.81,3.55,4.4,14694.0,Fire Blight
11,15.76,36.7,1.57,0.22,5.58,9.6,20358.0,Healthy
7,15.56,78.88,1.85,0.78,1.74,3.3,15446.0,Powdery Mildew
6,25.92,93.72,8.11,0.15,4.8,6.8,17243.0,Alternaria
7,22.51,88.59,11.88,2.0,5.2,8.2,11432.0,Alternaria
10,14.71,61.64,2.9,0.07,0.77,5.2,20775.0,Healthy
9,25.7,82.78,15.32,2.93,2.9,5.4,11191.0,Alternaria
4,17.54,42.92,2.76,1.92,5.11,5.1,17281.0,Healthy
6,16.89,87.65,9.0,1.85,1.04,2.2,13810.0,Apple Scab
5,23.91,86.26,4.38,1.8,2.34,3.2,12921.0,Fire Blight
9,24.84,90.93,12.86,1.75,4.84,6.7,12533.0,Alternaria
9,25.67,86.28,13.12,0.19,3.34,6.2,15957.0,Alternaria
4,13.89,87.81,3.34,1.94,1.24,1.4,12802.0,Apple Scab
4,18.42,91.59,4.02,3.07,1.43,6.6,8933.0,Fire Blight
12,3.26,37.92,2.31,0.79,4.84,3.0,18536.0,Healthy
7,23.98,88.38,8.17,0.49,2.95,5.9,15674.0,Alternaria
5,24.51,87.26,4.07,2.94,4.09,3.2,9465.0,Fire Blight
4,12.42,82.75,10.27,0.51,5.72,2.9,13461.0,Apple Scab
8,25.06,100.0,7.83,0.63,2.52,7.8,12838.0,Alternaria
5,21.08,84.44,5.88,2.36,2.1,5.4,10873.0,Fire Blight
4,19.21,94.07,7.42,4.21,3.26,1.8,7529.0,Cedar Apple Rust
5,14.07,89.76,9.1,1.03,2.16,2.1,15060.0,Apple Scab
10,6.89,74.25,2.54,0.94,3.44,3.0,17190.0,Healthy
6,15.63,93.86,5.79,7.41,3.21,3.6,2000.0,Cedar Apple Rust
11,32.27,60.33,2.55,0.46,5.02,9.4,18734.0,Healthy
4,11.5,70.45,2.83,2.18,4.06,2.7,14555.0,Healthy
6,27.68,76.97,1.49,0.49,5.59,2.1,17130.0,Powdery Mildew
6,19.59,93.22,12.16,4.92,3.0,3.6,3886.0,Cedar Apple Rust
5,26.86,54.87,1.71,1.02,2.1,3.7,15580.0,Healthy
7,25.22,81.98,14.41,0.41,1.52,8.9,15098.0,Alternaria
9,29.72,92.21,6.28,2.29,4.78,8.1,11167.0,Alternaria
4,21.94,88.42,3.18,1.89,1.98,3.1,11775.0,Fire Blight
8,25.42,72.91,1.08,0.69,0.92,5.9,16111.0,Powdery Mildew
5,24.48,70.35,1.92,0.88,2.37,3.6,16532.0,Powdery Mildew
6,19.96,97.14,7.94,6.5,2.57,2.5,2008.0,Cedar Apple Rust
2,23.03,35.63,2.58,0.41,4.4,6.7,20036.0,Healthy
4,19.77,95.95,6.3,3.93,5.78,2.8,7311.0,Cedar Apple Rust
6,13.9,89.46,6.45,1.23,5.35,2.4,11331.0,Apple Scab
4,19.15,92.6,0.41,1.76,5.26,7.2,12353.0,Healthy
5,36.83,48.11,0.11,0.01,0.77,2.7,20056.0,Healthy
8,18.25,83.58,1.2,0.08,5.9,4.6,15910.0,Powdery Mildew
6,16.8,97.57,8.88,8.41,3.7,1.6,500.0,Cedar Apple Rust
6,17.79,91.65,9.07,4.86,1.16,1.3,5499.0,Cedar Apple Rust
5,20.54,96.47,10.22,4.44,3.4,3.1,6115.0,Cedar Apple Rust
6,17.51,96.97,7.55,8.78,1.91,3.9,500.0,Cedar Apple Rust
5,13.71,89.68,14.23,7.78,3.79,2.7,500.0,Apple Scab
3,16.95,60.12,2.86,0.21,0.65,9.2,17434.0,Healthy
5,13.14,92.81,6.86,6.83,2.65,2.4,1126.0,Apple Scab
4,20.78,98.42,11.11,4.58,3.07,3.4,7736.0,Cedar Apple Rust
8,13.85,83.59,0.73,0.06,4.9,5.5,17465.0,Powdery Mildew
7,29.34,90.7,13.7,0.32,4.29,8.5,15508.0,Alternaria
6,26.34,87.05,7.08,0.76,2.93,5.9,14281.0,Alternaria
4,13.05,87.22,10.91,2.0,2.37,3.1,12975.0,Apple Scab
4,21.53,80.55,5.38,2.03,3.48,5.0,13822.0,Fire Blight
4,32.61,88.53,1.34,2.55,0.79,5.5,10754.0,Fire Blight
8,30.75,65.63,2.81,0.56,4.13,4.9,16853.0,Healthy
5,20.64,95.74,10.27,8.32,4.9,3.9,500.0,Cedar Apple Rust
5,16.77,92.07,8.65,2.63,2.67,3.3,9439.0,Apple Scab
1,16.57,56.22,2.34,0.53,3.25,7.4,18799.0,Healthy
5,18.99,86.25,10.52,11.53,4.87,1.4,500.0,Apple Scab
5,24.21,76.84,6.37,1.45,2.96,6.8,15112.0,Fire Blight
4,23.82,85.85,6.6,3.46,0.99,5.7,11077.0,Fire Blight
5,13.26,64.1,1.8,1.89,1.49,7.6,15637.0,Healthy
7,24.62,82.72,11.28,0.69,1.79,6.8,15957.0,Alternaria
7,13.1,34.8,1.44,0.07,1.85,5.7,20922.0,Healthy
4,14.68,65.31,1.43,7.38,5.75,9.1,6405.0,Healthy
12,14.92,56.03,2.77,1.04,1.51,5.9,15189.0,Healthy
4,22.79,85.78,3.67,2.53,3.26,5.9,11221.0,Fire Blight
5,16.17,90.74,8.03,4.57,5.97,2.2,6507.0,Apple Scab
5,22.08,71.59,0.48,0.34,3.84,2.1,16242.0,Powdery Mildew
10,7.4,48.39,0.13,0.95,2.47,9.8,19337.0,Healthy
11,40.0,50.08,0.23,0.01,5.42,3.2,19133.0,Healthy
7,25.38,80.82,1.04,0.89,0.7,4.1,14116.0,Powdery Mildew
8,22.39,90.41,4.49,1.3,1.19,6.0,14243.0,Alternaria
5,24.13,70.14,1.0,0.22,1.24,4.5,17143.0,Powdery Mildew
4,36.31,36.73,0.31,0.02,3.77,5.2,21246.0,Healthy
7,23.67,84.45,14.48,2.41,2.25,8.4,10068.0,Alternaria
8,15.62,80.96,1.62,0.75,3.06,4.2,14573.0,Powdery Mildew
5,20.34,95.13,8.4,3.51,1.58,3.8,7228.0,Cedar Apple Rust
8,19.91,63.59,1.29,0.4,1.62,2.0,18271.0,Powdery Mildew
8,29.24,55.56,1.51,0.59,5.45,4.8,18025.0,Powdery Mildew
4,24.2,92.5,7.2,0.99,4.65,5.5,15240.0,Fire Blight
6,20.95,97.04,10.33,8.82,0.96,1.8,500.0,Cedar Apple Rust
8,24.67,88.81,13.4,2.14,1.24,6.8,11142.0,Alternaria
5,17.63,50.94,1.86,0.49,3.75,2.5,19189.0,Healthy
7,21.57,87.71,7.48,2.54,5.21,7.0,10442.0,Alternaria
6,15.27,98.82,9.87,7.86,5.32,1.4,500.0,Cedar Apple Rust
7,24.63,75.66,1.83,0.71,1.78,3.1,15075.0,Powdery Mildew
5,29.94,60.22,1.26,0.12,5.41,5.6,17595.0,Powdery Mildew
4,18.77,95.35,7.93,5.61,5.48,2.1,4407.0,Cedar Apple Rust
7,8.89,62.73,2.24,0.15,3.36,6.6,18650.0,Healthy
5,19.59,91.52,4.47,5.84,3.2,1.3,4135.0,Cedar Apple Rust
4,26.28,87.08,2.64,3.57,5.25,5.6,10465.0,Fire Blight
9,23.78,88.7,12.3,1.39,5.6,7.5,13272.0,Alternaria
5,24.27,86.04,6.77,3.06,5.46,4.3,8530.0,Fire Blight
6,31.01,87.21,13.43,2.02,4.6,8.1,12326.0,Alternaria
4,19.22,27.47,1.25,0.25,2.12,7.0,22188.0,Healthy
4,12.5,54.39,0.25,0.42,2.65,6.0,17659.0,Healthy
7,14.82,59.17,1.46,0.07,2.56,3.4,20493.0,Healthy
9,29.25,83.76,11.19,2.34,1.78,8.0,12404.0,Alternaria
6,27.0,60.62,0.76,0.64,0.9,2.0,18380.0,Powdery Mildew
5,22.52,87.2,1.84,0.24,2.93,2.2,16773.0,Powdery Mildew
8,18.63,72.06,0.31,0.54,1.21,4.2,15947.0,Powdery Mildew
5,22.04,88.94,8.01,2.53,0.75,7.0,9886.0,Fire Blight
9,-3.23,32.37,0.55,2.16,5.83,3.3,17157.0,Healthy
6,25.05,85.2,16.61,2.26,1.37,5.4,12797.0,Alternaria
1,23.18,25.75,0.2,0.28,1.92,2.5,21140.0,Healthy
4,22.16,95.84,9.79,6.08,1.97,2.8,2439.0,Cedar Apple Rust
6,31.1,82.02,12.2,2.08,4.5,5.2,11568.0,Alternaria
6,23.83,79.32,0.81,0.19,5.88,4.2,18262.0,Powdery Mildew
9,18.64,53.08,0.37,0.22,0.8,9.4,19909.0,Healthy
6,12.32,85.73,9.92,4.4,3.7,1.2,6200.0,Apple Scab
4,12.81,82.78,10.71,2.13,2.29,2.7,12890.0,Apple Scab
6,19.63,51.51,1.6,0.9,3.6,9.7,19947.0,Healthy
5,28.53,70.58,1.72,0.91,3.65,2.2,16106.0,Powdery Mildew
4,14.94,93.37,7.3,3.65,5.99,1.6,9116.0,Apple Scab
5,20.78,97.79,6.95,4.81,4.65,1.0,5415.0,Cedar Apple Rust
4,25.47,83.52,3.82,2.91,3.25,5.4,12319.0,Fire Blight
4,22.46,42.98,1.17,0.98,1.73,7.3,17953.0,Healthy
6,15.63,94.11,8.93,2.27,3.89,3.7,11187.0,Apple Scab
5,21.21,97.21,9.07,7.11,5.86,3.8,500.0,Cedar Apple Rust
5,18.74,87.17,3.22,1.18,4.66,6.1,14159.0,Fire Blight
6,24.49,89.35,11.62,0.05,1.51,6.6,15140.0,Alternaria
6,17.04,89.59,11.5,1.92,2.1,2.6,12220.0,Apple Scab
7,29.01,80.38,0.55,0.17,5.75,3.1,16984.0,Powdery Mildew
6,8.84,45.66,0.97,2.12,2.4,2.6,16449.0,Healthy
4,13.58,88.1,10.47,1.73,4.08,3.6,11169.0,Apple Scab
11,19.56,25.4,1.43,2.48,1.01,8.5,16226.0,Healthy
1,14.56,37.81,2.02,0.47,5.32,7.6,18171.0,Healthy
5,17.71,93.89,10.32,5.08,2.93,3.1,5407.0,Cedar Apple Rust
9,24.33,78.69,14.69,2.91,5.43,5.1,11606.0,Alternaria
5,20.98,94.41,8.71,3.88,2.81,1.3,9269.0,Cedar Apple Rust
6,19.9,93.39,8.99,5.04,1.63,3.6,6375.0,Cedar Apple Rust
5,26.47,87.24,0.86,0.09,4.78,2.5,15417.0,Powdery Mildew
6,25.37,78.68,0.26,0.88,4.23,4.5,15213.0,Powdery Mildew
5,15.3,84.95,11.53,2.28,3.73,1.7,13113.0,Apple Scab
4,35.77,36.52,1.32,0.52,2.43,2.2,19779.0,Healthy
9,22.01,86.11,15.73,1.05,4.98,7.7,13778.0,Alternaria
5,16.98,96.45,9.53,5.18,1.78,2.2,5654.0,Cedar Apple Rust
6,15.78,89.2,11.31,1.06,1.24,3.2,16036.0,Apple Scab
6,21.58,89.1,14.84,0.61,4.57,8.8,14375.0,Alternaria
4,22.02,96.92,5.63,3.29,2.77,3.4,8954.0,Cedar Apple Rust
7,11.16,56.19,2.15,2.08,1.15,4.7,15176.0,Healthy
4,21.25,84.73,3.68,3.04,5.48,5.8,9005.0,Fire Blight
10,23.64,39.47,0.63,3.36,0.53,2.9,13787.0,Healthy
4,23.86,85.83,5.75,2.2,1.14,4.6,11924.0,Fire Blight
7,20.04,75.4,0.39,0.13,5.12,5.9,15878.0,Powdery Mildew
7,23.13,60.33,1.89,0.44,1.26,5.7,20048.0,Powdery Mildew
11,20.93,60.47,1.88,0.19,4.53,5.5,19196.0,Healthy
5,20.42,96.54,7.46,7.78,4.74,3.3,500.0,Cedar Apple Rust
4,23.41,90.33,4.83,2.46,3.09,6.1,11198.0,Fire Blight
8,27.17,90.53,12.56,2.92,4.02,7.1,9685.0,Alternaria
6,19.21,86.06,9.41,3.22,5.2,1.1,9023.0,Apple Scab
6,15.29,87.35,10.21,6.27,1.81,3.7,3263.0,Apple Scab
4,22.58,97.33,8.52,9.51,2.64,3.4,500.0,Cedar Apple Rust
2,14.33,17.4,1.63,2.14,1.14,7.9,18344.0,Healthy
7,11.82,74.82,2.11,0.43,5.79,9.6,16015.0,Healthy
5,16.11,91.59,9.43,2.0,4.64,1.1,11363.0,Apple Scab
7,3.72,47.82,1.54,0.92,5.34,4.6,17944.0,Healthy
3,28.13,31.28,0.33,1.82,4.62,5.0,17882.0,Healthy
6,18.93,64.25,1.72,0.62,2.69,4.5,16575.0,Powdery Mildew
4,30.58,85.87,7.43,1.77,5.63,4.2,13271.0,Fire Blight
3,19.35,48.77,1.36,0.19,4.62,5.8,20789.0,Healthy
5,13.45,54.62,0.66,0.39,4.53,9.5,17215.0,Healthy
5,16.97,86.56,3.9,2.22,2.52,7.0,10785.0,Fire Blight
6,16.27,85.19,7.34,4.5,3.85,2.0,6335.0,Apple Scab
